split_id,protocol,seed,fold,model_id,selected_hyperparameters
lopo__seed-42__fold-67,lopo,42,67,svm_all,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-68,lopo,42,68,svm_all,"{""C"": 0.1, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-69,lopo,42,69,svm_all,"{""C"": 3.0, ""gamma"": ""scale"", ""shrinking"": false}"
lopo__seed-42__fold-70,lopo,42,70,svm_all,"{""C"": 3.0, ""gamma"": ""scale"", ""shrinking"": false}"
lopo__seed-42__fold-71,lopo,42,71,svm_all,"{""C"": 0.3, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-72,lopo,42,72,svm_all,"{""C"": 0.3, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-73,lopo,42,73,svm_all,"{""C"": 0.3, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-74,lopo,42,74,svm_all,"{""C"": 0.1, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-75,lopo,42,75,svm_all,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-76,lopo,42,76,svm_all,"{""C"": 0.1, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-77,lopo,42,77,svm_all,"{""C"": 0.3, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-78,lopo,42,78,svm_all,"{""C"": 0.3, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-79,lopo,42,79,svm_all,"{""C"": 3.0, ""gamma"": ""scale"", ""shrinking"": false}"
lopo__seed-42__fold-80,lopo,42,80,svm_all,"{""C"": 0.1, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-81,lopo,42,81,svm_all,"{""C"": 0.1, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-82,lopo,42,82,svm_all,"{""C"": 0.1, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-83,lopo,42,83,svm_all,"{""C"": 0.3, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-84,lopo,42,84,svm_all,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-85,lopo,42,85,svm_all,"{""C"": 0.1, ""gamma"": 0.01, ""shrinking"": true}"
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": false}"
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": false}"
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": false}"
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": true}"
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,svm_physics,"{""C"": 30.0, ""gamma"": ""scale"", ""shrinking"": true}"
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": false}"
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,svm_physics,"{""C"": 30.0, ""gamma"": 0.3, ""shrinking"": true}"
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,svm_physics,"{""C"": 30.0, ""gamma"": 0.3, ""shrinking"": true}"
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,svm_physics,"{""C"": 30.0, ""gamma"": 0.3, ""shrinking"": true}"
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,svm_physics,"{""C"": 3.0, ""gamma"": 0.3, ""shrinking"": false}"
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,svm_physics,"{""C"": 3.0, ""gamma"": 0.01, ""shrinking"": true}"
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,svm_physics,"{""C"": 10.0, ""gamma"": 0.3, ""shrinking"": false}"
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,svm_physics,"{""C"": 30.0, ""gamma"": 0.3, ""shrinking"": true}"
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,svm_physics,"{""C"": 30.0, ""gamma"": 0.3, ""shrinking"": true}"
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
interpolation_stratified__seed-44__fold-2,interpolation_stratified,44,2,svm_physics,"{""C"": 30.0, ""gamma"": 0.3, ""shrinking"": false}"
interpolation_stratified__seed-44__fold-3,interpolation_stratified,44,3,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": false}"
interpolation_stratified__seed-44__fold-4,interpolation_stratified,44,4,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": false}"
extrapolation_grouped__seed-44__fold-0,extrapolation_grouped,44,0,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
extrapolation_grouped__seed-44__fold-1,extrapolation_grouped,44,1,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
extrapolation_grouped__seed-44__fold-2,extrapolation_grouped,44,2,svm_physics,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}"
extrapolation_grouped__seed-44__fold-3,extrapolation_grouped,44,3,svm_physics,"{""C"": 30.0, ""gamma"": 0.1, ""shrinking"": true}"
extrapolation_grouped__seed-44__fold-4,extrapolation_grouped,44,4,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-0,lopo,42,0,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-1,lopo,42,1,svm_physics,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}"
lopo__seed-42__fold-2,lopo,42,2,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-3,lopo,42,3,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-4,lopo,42,4,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-5,lopo,42,5,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-6,lopo,42,6,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-7,lopo,42,7,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-8,lopo,42,8,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-9,lopo,42,9,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-10,lopo,42,10,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-11,lopo,42,11,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-12,lopo,42,12,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-13,lopo,42,13,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-14,lopo,42,14,svm_physics,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}"
lopo__seed-42__fold-15,lopo,42,15,svm_physics,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}"
lopo__seed-42__fold-16,lopo,42,16,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-17,lopo,42,17,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-18,lopo,42,18,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-19,lopo,42,19,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-20,lopo,42,20,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-21,lopo,42,21,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-22,lopo,42,22,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-23,lopo,42,23,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-24,lopo,42,24,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-25,lopo,42,25,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-26,lopo,42,26,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-27,lopo,42,27,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-28,lopo,42,28,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-29,lopo,42,29,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-30,lopo,42,30,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-31,lopo,42,31,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-32,lopo,42,32,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-33,lopo,42,33,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-34,lopo,42,34,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-35,lopo,42,35,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-36,lopo,42,36,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-37,lopo,42,37,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-38,lopo,42,38,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-39,lopo,42,39,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-40,lopo,42,40,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-41,lopo,42,41,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-42,lopo,42,42,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-43,lopo,42,43,svm_physics,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}"
lopo__seed-42__fold-44,lopo,42,44,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-45,lopo,42,45,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-46,lopo,42,46,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-47,lopo,42,47,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-48,lopo,42,48,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-49,lopo,42,49,svm_physics,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-50,lopo,42,50,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-51,lopo,42,51,svm_physics,"{""C"": 0.3, ""gamma"": 0.1, ""shrinking"": true}"
lopo__seed-42__fold-52,lopo,42,52,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-53,lopo,42,53,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-54,lopo,42,54,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": false}"
lopo__seed-42__fold-55,lopo,42,55,svm_physics,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}"
lopo__seed-42__fold-56,lopo,42,56,svm_physics,"{""C"": 1.0, ""gamma"": 0.01, ""shrinking"": true}"
lopo__seed-42__fold-57,lopo,42,57,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
lopo__seed-42__fold-58,lopo,42,58,svm_physics,"{""C"": 3.0, ""gamma"": 0.1, ""shrinking"": false}"
